Date,Start (ET),Visitor/Neutral,PTS,Home/Neutral,PTS,,,Attend.,Notes
Wed Jan 3 2018,8:30 pm,Golden State Warriors,125,Dallas Mavericks,122,Box Score,,20212,
Wed Jan 3 2018,9:00 pm,Phoenix Suns,111,Denver Nuggets,134,Box Score,,14079,
Wed Jan 3 2018,10:30 pm,Oklahoma City Thunder,133,Los Angeles Lakers,96,Box Score,,18997,
Wed Jan 3 2018,7:30 pm,Detroit Pistons,104,Miami Heat,111,Box Score,,19600,
Wed Jan 3 2018,8:00 pm,Indiana Pacers,101,Milwaukee Bucks,122,Box Score,,15613,
Wed Jan 3 2018,7:00 pm,Houston Rockets,116,Orlando Magic,98,Box Score,,18588,
Wed Jan 3 2018,7:00 pm,San Antonio Spurs,106,Philadelphia 76ers,112,Box Score,,20642,
Wed Jan 3 2018,9:00 pm,New Orleans Pelicans,108,Utah Jazz,98,Box Score,,18306,
Wed Jan 3 2018,7:00 pm,New York Knicks,103,Washington Wizards,121,Box Score,,17206,
Thu Jan 4 2018,8:00 pm,Golden State Warriors,124,Houston Rockets,114,Box Score,,18055,
Thu Jan 4 2018,10:30 pm,Oklahoma City Thunder,127,Los Angeles Clippers,117,Box Score,,19068,
Fri Jan 5 2018,7:00 pm,Minnesota Timberwolves,84,Boston Celtics,91,Box Score,,18624,
Fri Jan 5 2018,8:30 pm,Chicago Bulls,127,Dallas Mavericks,124,Box Score,,20073,
Fri Jan 5 2018,9:00 pm,Utah Jazz,91,Denver Nuggets,99,Box Score,,15557,
Fri Jan 5 2018,10:30 pm,Charlotte Hornets,108,Los Angeles Lakers,94,Box Score,,18997,
Fri Jan 5 2018,9:30 pm,Washington Wizards,102,Memphis Grizzlies,100,Box Score,,16988,
Fri Jan 5 2018,8:00 pm,New York Knicks,103,Miami Heat,107,Box Score,OT,19600,
Fri Jan 5 2018,8:00 pm,Toronto Raptors,129,Milwaukee Bucks,110,Box Score,,18717,
Fri Jan 5 2018,7:00 pm,Detroit Pistons,78,Philadelphia 76ers,114,Box Score,,20592,
Fri Jan 5 2018,10:00 pm,Atlanta Hawks,89,Portland Trail Blazers,110,Box Score,,19393,
Fri Jan 5 2018,8:30 pm,Phoenix Suns,89,San Antonio Spurs,103,Box Score,,18501,
Sat Jan 6 2018,6:00 pm,Boston Celtics,87,Brooklyn Nets,85,Box Score,,17732,
Sat Jan 6 2018,7:00 pm,Houston Rockets,101,Detroit Pistons,108,Box Score,,18046,
Sat Jan 6 2018,7:00 pm,Chicago Bulls,86,Indiana Pacers,125,Box Score,,17923,
Sat Jan 6 2018,3:30 pm,Golden State Warriors,121,Los Angeles Clippers,105,Box Score,,19068,
Sat Jan 6 2018,9:00 pm,New Orleans Pelicans,98,Minnesota Timberwolves,116,Box Score,,18978,
Sat Jan 6 2018,7:00 pm,Cleveland Cavaliers,131,Orlando Magic,127,Box Score,,18997,
Sat Jan 6 2018,10:00 pm,Denver Nuggets,98,Sacramento Kings,106,Box Score,,17583,
Sat Jan 6 2018,8:00 pm,Milwaukee Bucks,110,Washington Wizards,103,Box Score,,18762,
Sun Jan 7 2018,7:00 pm,New York Knicks,100,Dallas Mavericks,96,Box Score,,20171,
Sun Jan 7 2018,9:30 pm,Atlanta Hawks,113,Los Angeles Lakers,132,Box Score,,18997,
Sun Jan 7 2018,3:30 pm,Utah Jazz,102,Miami Heat,103,Box Score,,19600,
Sun Jan 7 2018,8:00 pm,Oklahoma City Thunder,100,Phoenix Suns,114,Box Score,,18055,
Sun Jan 7 2018,9:00 pm,San Antonio Spurs,110,Portland Trail Blazers,111,Box Score,,19393,
Mon Jan 8 2018,7:30 pm,Toronto Raptors,114,Brooklyn Nets,113,Box Score,OT,13681,
Mon Jan 8 2018,8:00 pm,Houston Rockets,116,Chicago Bulls,107,Box Score,,17462,
Mon Jan 8 2018,10:30 pm,Denver Nuggets,114,Golden State Warriors,124,Box Score,,19596,
Mon Jan 8 2018,7:00 pm,Milwaukee Bucks,96,Indiana Pacers,109,Box Score,,14670,
Mon Jan 8 2018,10:30 pm,Atlanta Hawks,107,Los Angeles Clippers,108,Box Score,,14624,
Mon Jan 8 2018,8:00 pm,Cleveland Cavaliers,99,Minnesota Timberwolves,127,Box Score,,18978,
Mon Jan 8 2018,8:00 pm,Detroit Pistons,109,New Orleans Pelicans,112,Box Score,,12874,
Mon Jan 8 2018,10:00 pm,San Antonio Spurs,107,Sacramento Kings,100,Box Score,,17583,
Tue Jan 9 2018,8:30 pm,Orlando Magic,99,Dallas Mavericks,114,Box Score,,19306,
Tue Jan 9 2018,10:30 pm,Sacramento Kings,86,Los Angeles Lakers,99,Box Score,,18997,
Tue Jan 9 2018,8:00 pm,Portland Trail Blazers,117,Oklahoma City Thunder,106,Box Score,,18203,
Tue Jan 9 2018,7:30 pm,Miami Heat,90,Toronto Raptors,89,Box Score,,19800,
Wed Jan 10 2018,7:30 pm,Detroit Pistons,114,Brooklyn Nets,80,Box Score,,13457,
Wed Jan 10 2018,7:00 pm,Dallas Mavericks,115,Charlotte Hornets,111,Box Score,,14462,
Wed Jan 10 2018,9:00 pm,Atlanta Hawks,110,Denver Nuggets,97,Box Score,,14182,
Wed Jan 10 2018,10:30 pm,Los Angeles Clippers,125,Golden State Warriors,106,Box Score,,19596,
Wed Jan 10 2018,8:00 pm,Portland Trail Blazers,112,Houston Rockets,121,Box Score,,18055,
Wed Jan 10 2018,7:00 pm,Miami Heat,114,Indiana Pacers,106,Box Score,,14540,
Wed Jan 10 2018,8:00 pm,New Orleans Pelicans,102,Memphis Grizzlies,105,Box Score,,14312,
Wed Jan 10 2018,8:00 pm,Orlando Magic,103,Milwaukee Bucks,110,Box Score,,14543,
Wed Jan 10 2018,8:00 pm,Oklahoma City Thunder,88,Minnesota Timberwolves,104,Box Score,,18978,
Wed Jan 10 2018,7:30 pm,Chicago Bulls,122,New York Knicks,119,Box Score,2OT,19812,
Wed Jan 10 2018,7:00 pm,Utah Jazz,107,Washington Wizards,104,Box Score,,15640,
Thu Jan 11 2018,10:30 pm,San Antonio Spurs,81,Los Angeles Lakers,93,Box Score,,18997,
Thu Jan 11 2018,3:00 pm,Boston Celtics,114,Philadelphia 76ers,103,Box Score,,19078,at London England
Thu Jan 11 2018,10:00 pm,Los Angeles Clippers,121,Sacramento Kings,115,Box Score,,17583,
Thu Jan 11 2018,8:00 pm,Cleveland Cavaliers,99,Toronto Raptors,133,Box Score,,19923,
Fri Jan 12 2018,7:30 pm,Brooklyn Nets,110,Atlanta Hawks,105,Box Score,,13093,
Fri Jan 12 2018,7:00 pm,Utah Jazz,88,Charlotte Hornets,99,Box Score,,14848,
Fri Jan 12 2018,9:00 pm,Memphis Grizzlies,78,Denver Nuggets,87,Box Score,,15607,
Fri Jan 12 2018,7:00 pm,Cleveland Cavaliers,95,Indiana Pacers,97,Box Score,,17923,
Fri Jan 12 2018,8:00 pm,Golden State Warriors,108,Milwaukee Bucks,94,Box Score,,18717,
Fri Jan 12 2018,8:00 pm,New York Knicks,108,Minnesota Timberwolves,118,Box Score,,18978,
Fri Jan 12 2018,8:00 pm,Portland Trail Blazers,113,New Orleans Pelicans,119,Box Score,,17003,
Fri Jan 12 2018,10:30 pm,Houston Rockets,112,Phoenix Suns,95,Box Score,,18055,
Fri Jan 12 2018,7:00 pm,Orlando Magic,119,Washington Wizards,125,Box Score,,18171,
Sat Jan 13 2018,8:00 pm,Detroit Pistons,105,Chicago Bulls,107,Box Score,,21613,
Sat Jan 13 2018,5:00 pm,Oklahoma City Thunder,101,Charlotte Hornets,91,Box Score,,19624,
Sat Jan 13 2018,2:00 pm,Los Angeles Lakers,107,Dallas Mavericks,101,Box Score,OT,20209,
Sat Jan 13 2018,3:30 pm,Sacramento Kings,105,Los Angeles Clippers,126,Box Score,,16656,
Sat Jan 13 2018,8:30 pm,Denver Nuggets,80,San Antonio Spurs,112,Box Score,,18418,
Sat Jan 13 2018,7:30 pm,Golden State Warriors,127,Toronto Raptors,125,Box Score,,20078,
Sat Jan 13 2018,7:00 pm,Brooklyn Nets,113,Washington Wizards,119,Box Score,OT,18354,
Sun Jan 14 2018,1:00 pm,Milwaukee Bucks,79,Miami Heat,97,Box Score,,19600,
Sun Jan 14 2018,9:00 pm,Portland Trail Blazers,103,Minnesota Timberwolves,120,Box Score,,14739,
Sun Jan 14 2018,3:30 pm,New Orleans Pelicans,123,New York Knicks,118,Box Score,OT,19812,
Sun Jan 14 2018,8:00 pm,Indiana Pacers,120,Phoenix Suns,97,Box Score,,17091,
Mon Jan 15 2018,3:00 pm,San Antonio Spurs,99,Atlanta Hawks,102,Box Score,,15806,
Mon Jan 15 2018,3:00 pm,New York Knicks,119,Brooklyn Nets,104,Box Score,,17732,
Mon Jan 15 2018,3:30 pm,Miami Heat,111,Chicago Bulls,119,Box Score,,20546,
Mon Jan 15 2018,8:00 pm,Golden State Warriors,118,Cleveland Cavaliers,108,Box Score,,20562,
Mon Jan 15 2018,12:30 pm,Charlotte Hornets,118,Detroit Pistons,107,Box Score,,17200,
Mon Jan 15 2018,10:30 pm,Houston Rockets,102,Los Angeles Clippers,113,Box Score,,17622,
Mon Jan 15 2018,5:30 pm,Los Angeles Lakers,114,Memphis Grizzlies,123,Box Score,,17794,
Mon Jan 15 2018,8:00 pm,Sacramento Kings,88,Oklahoma City Thunder,95,Box Score,,18203,
Mon Jan 15 2018,1:00 pm,Toronto Raptors,111,Philadelphia 76ers,117,Box Score,,20637,
Mon Jan 15 2018,9:00 pm,Indiana Pacers,109,Utah Jazz,94,Box Score,,18306,
Mon Jan 15 2018,2:00 pm,Milwaukee Bucks,104,Washington Wizards,95,Box Score,,19607,
Tue Jan 16 2018,7:30 pm,New Orleans Pelicans,116,Boston Celtics,113,Box Score,OT,18624,
Tue Jan 16 2018,9:00 pm,Dallas Mavericks,102,Denver Nuggets,105,Box Score,,14097,
Tue Jan 16 2018,7:00 pm,Minnesota Timberwolves,102,Orlando Magic,108,Box Score,,18589,
Tue Jan 16 2018,10:00 pm,Phoenix Suns,111,Portland Trail Blazers,118,Box Score,,18604,
Wed Jan 17 2018,7:30 pm,New Orleans Pelicans,93,Atlanta Hawks,94,Box Score,,10894,
Wed Jan 17 2018,7:30 pm,San Antonio Spurs,100,Brooklyn Nets,95,Box Score,,15425,
Wed Jan 17 2018,8:00 pm,Golden State Warriors,119,Chicago Bulls,112,Box Score,,21372,
Wed Jan 17 2018,7:00 pm,Washington Wizards,109,Charlotte Hornets,133,Box Score,,11528,
Wed Jan 17 2018,10:30 pm,Denver Nuggets,104,Los Angeles Clippers,109,Box Score,,15043,
Wed Jan 17 2018,8:00 pm,New York Knicks,99,Memphis Grizzlies,105,Box Score,,12885,
Wed Jan 17 2018,8:00 pm,Miami Heat,106,Milwaukee Bucks,101,Box Score,,16695,
Wed Jan 17 2018,8:00 pm,Los Angeles Lakers,90,Oklahoma City Thunder,114,Box Score,,18203,
Wed Jan 17 2018,10:00 pm,Utah Jazz,120,Sacramento Kings,105,Box Score,,17583,
Wed Jan 17 2018,7:30 pm,Detroit Pistons,91,Toronto Raptors,96,Box Score,,19800,
Thu Jan 18 2018,7:00 pm,Philadelphia 76ers,89,Boston Celtics,80,Box Score,,18624,
Thu Jan 18 2018,7:00 pm,Orlando Magic,103,Cleveland Cavaliers,104,Box Score,,20562,
Thu Jan 18 2018,9:30 pm,Minnesota Timberwolves,98,Houston Rockets,116,Box Score,,18055,
Thu Jan 18 2018,10:00 pm,Indiana Pacers,86,Portland Trail Blazers,100,Box Score,,19071,
Fri Jan 19 2018,7:30 pm,Miami Heat,95,Brooklyn Nets,101,Box Score,,17732,
Fri Jan 19 2018,9:00 pm,Phoenix Suns,108,Denver Nuggets,100,Box Score,,15732,
Fri Jan 19 2018,8:00 pm,Washington Wizards,122,Detroit Pistons,112,Box Score,,14744,
Fri Jan 19 2018,10:30 pm,Indiana Pacers,86,Los Angeles Lakers,99,Box Score,,18997,
Fri Jan 19 2018,8:00 pm,Sacramento Kings,88,Memphis Grizzlies,106,Box Score,,16831,
Fri Jan 19 2018,7:00 pm,San Antonio Spurs,83,Toronto Raptors,86,Box Score,,19800,
Fri Jan 19 2018,10:30 pm,New York Knicks,117,Utah Jazz,115,Box Score,,18306,
Sat Jan 20 2018,5:00 pm,Chicago Bulls,113,Atlanta Hawks,97,Box Score,,15597,
Sat Jan 20 2018,7:00 pm,Miami Heat,106,Charlotte Hornets,105,Box Score,,18687,
Sat Jan 20 2018,3:30 pm,Oklahoma City Thunder,148,Cleveland Cavaliers,124,Box Score,,20562,
Sat Jan 20 2018,8:30 pm,Golden State Warriors,108,Houston Rockets,116,Box Score,,18055,
Sat Jan 20 2018,9:00 pm,Toronto Raptors,109,Minnesota Timberwolves,115,Box Score,,17828,
Sat Jan 20 2018,7:00 pm,Memphis Grizzlies,104,New Orleans Pelicans,111,Box Score,,18212,
Sat Jan 20 2018,7:30 pm,Milwaukee Bucks,94,Philadelphia 76ers,116,Box Score,,20826,
Sat Jan 20 2018,10:00 pm,Dallas Mavericks,108,Portland Trail Blazers,117,Box Score,,19464,
Sat Jan 20 2018,9:00 pm,Los Angeles Clippers,113,Utah Jazz,125,Box Score,,18306,
Sun Jan 21 2018,1:00 pm,Orlando Magic,103,Boston Celtics,95,Box Score,,18624,
Sun Jan 21 2018,4:00 pm,Brooklyn Nets,101,Detroit Pistons,100,Box Score,,17554,
Sun Jan 21 2018,3:30 pm,New York Knicks,107,Los Angeles Lakers,127,Box Score,,18997,
Sun Jan 21 2018,7:00 pm,Indiana Pacers,94,San Antonio Spurs,86,Box Score,,18418,
Mon Jan 22 2018,7:30 pm,Utah Jazz,90,Atlanta Hawks,104,Box Score,,11096,
Mon Jan 22 2018,7:00 pm,Sacramento Kings,107,Charlotte Hornets,112,Box Score,,11806,
Mon Jan 22 2018,8:30 pm,Washington Wizards,75,Dallas Mavericks,98,Box Score,,19328,
Mon Jan 22 2018,9:00 pm,Portland Trail Blazers,101,Denver Nuggets,104,Box Score,,14474,
Mon Jan 22 2018,8:00 pm,Miami Heat,90,Houston Rockets,99,Box Score,,18055,
Mon Jan 22 2018,10:30 pm,Minnesota Timberwolves,126,Los Angeles Clippers,118,Box Score,,16347,
Mon Jan 22 2018,8:00 pm,Philadelphia 76ers,101,Memphis Grizzlies,105,Box Score,,14288,
Mon Jan 22 2018,8:00 pm,Phoenix Suns,105,Milwaukee Bucks,109,Box Score,,14766,
Mon Jan 22 2018,8:00 pm,Chicago Bulls,128,New Orleans Pelicans,132,Box Score,2OT,17101,
Tue Jan 23 2018,10:30 pm,New York Knicks,112,Golden State Warriors,123,Box Score,,19596,
Tue Jan 23 2018,10:30 pm,Boston Celtics,107,Los Angeles Lakers,108,Box Score,,18997,
Tue Jan 23 2018,8:00 pm,Brooklyn Nets,108,Oklahoma City Thunder,109,Box Score,,18203,
Tue Jan 23 2018,7:00 pm,Sacramento Kings,105,Orlando Magic,99,Box Score,,18846,
Tue Jan 23 2018,8:00 pm,Cleveland Cavaliers,102,San Antonio Spurs,114,Box Score,,18418,
Wed Jan 24 2018,7:30 pm,Toronto Raptors,108,Atlanta Hawks,93,Box Score,,12780,
Wed Jan 24 2018,7:00 pm,New Orleans Pelicans,101,Charlotte Hornets,96,Box Score,,14588,
Wed Jan 24 2018,8:00 pm,Houston Rockets,104,Dallas Mavericks,97,Box Score,,19378,
Wed Jan 24 2018,7:00 pm,Utah Jazz,98,Detroit Pistons,95,Box Score,OT,15682,
Wed Jan 24 2018,7:00 pm,Phoenix Suns,101,Indiana Pacers,116,Box Score,,14060,
Wed Jan 24 2018,10:30 pm,Boston Celtics,113,Los Angeles Clippers,102,Box Score,,19430,
Wed Jan 24 2018,8:00 pm,San Antonio Spurs,108,Memphis Grizzlies,85,Box Score,,15812,
Wed Jan 24 2018,7:00 pm,Chicago Bulls,101,Philadelphia 76ers,115,Box Score,,20547,
Wed Jan 24 2018,10:00 pm,Minnesota Timberwolves,114,Portland Trail Blazers,123,Box Score,,18920,
Thu Jan 25 2018,9:00 pm,New York Knicks,118,Denver Nuggets,130,Box Score,,15482,
Thu Jan 25 2018,10:30 pm,Minnesota Timberwolves,113,Golden State Warriors,126,Box Score,,19596,
Thu Jan 25 2018,7:30 pm,Sacramento Kings,89,Miami Heat,88,Box Score,,19600,
Thu Jan 25 2018,8:00 pm,Washington Wizards,112,Oklahoma City Thunder,121,Box Score,,18203,
Fri Jan 26 2018,8:00 pm,Los Angeles Lakers,108,Chicago Bulls,103,Box Score,,21827,
Fri Jan 26 2018,7:00 pm,Atlanta Hawks,110,Charlotte Hornets,121,Box Score,,15479,
Fri Jan 26 2018,7:30 pm,Indiana Pacers,108,Cleveland Cavaliers,115,Box Score,,20562,
Fri Jan 26 2018,8:30 pm,Portland Trail Blazers,107,Dallas Mavericks,93,Box Score,,19876,
Fri Jan 26 2018,8:00 pm,Los Angeles Clippers,109,Memphis Grizzlies,100,Box Score,,16369,
Fri Jan 26 2018,8:00 pm,Brooklyn Nets,91,Milwaukee Bucks,116,Box Score,,18717,
Fri Jan 26 2018,8:00 pm,Houston Rockets,113,New Orleans Pelicans,115,Box Score,,17186,
Fri Jan 26 2018,9:00 pm,New York Knicks,107,Phoenix Suns,85,Box Score,,17068,
Fri Jan 26 2018,8:30 pm,Philadelphia 76ers,97,San Antonio Spurs,78,Box Score,,18418,
Fri Jan 26 2018,7:30 pm,Utah Jazz,97,Toronto Raptors,93,Box Score,,19800,
Sat Jan 27 2018,7:30 pm,Washington Wizards,129,Atlanta Hawks,104,Box Score,,15843,
Sat Jan 27 2018,9:00 pm,Dallas Mavericks,89,Denver Nuggets,91,Box Score,,19520,
Sat Jan 27 2018,5:00 pm,Oklahoma City Thunder,121,Detroit Pistons,108,Box Score,,20491,
Sat Jan 27 2018,8:30 pm,Boston Celtics,105,Golden State Warriors,109,Box Score,,19596,
Sat Jan 27 2018,7:00 pm,Orlando Magic,112,Indiana Pacers,114,Box Score,,17923,
Sat Jan 27 2018,7:30 pm,Charlotte Hornets,91,Miami Heat,95,Box Score,,19600,
Sat Jan 27 2018,9:00 pm,Brooklyn Nets,97,Minnesota Timberwolves,111,Box Score,,16231,
Sun Jan 28 2018,3:30 pm,Milwaukee Bucks,110,Chicago Bulls,96,Box Score,,21630,
Sun Jan 28 2018,6:00 pm,Detroit Pistons,104,Cleveland Cavaliers,121,Box Score,,20562,
Sun Jan 28 2018,3:30 pm,Phoenix Suns,102,Houston Rockets,113,Box Score,,18055,
Sun Jan 28 2018,4:00 pm,Los Angeles Clippers,112,New Orleans Pelicans,103,Box Score,,16378,
Sun Jan 28 2018,6:00 pm,Philadelphia 76ers,112,Oklahoma City Thunder,122,Box Score,,18202,
Sun Jan 28 2018,7:00 pm,Sacramento Kings,98,San Antonio Spurs,113,Box Score,,18418,
Sun Jan 28 2018,6:00 pm,Los Angeles Lakers,111,Toronto Raptors,123,Box Score,,19800,
Mon Jan 29 2018,7:30 pm,Minnesota Timberwolves,100,Atlanta Hawks,105,Box Score,,12589,
Mon Jan 29 2018,8:30 pm,Miami Heat,95,Dallas Mavericks,88,Box Score,,19555,
Mon Jan 29 2018,9:00 pm,Boston Celtics,111,Denver Nuggets,110,Box Score,,19520,
Mon Jan 29 2018,7:00 pm,Charlotte Hornets,96,Indiana Pacers,105,Box Score,,14225,
Mon Jan 29 2018,8:00 pm,Phoenix Suns,109,Memphis Grizzlies,120,Box Score,,13202,
Mon Jan 29 2018,8:00 pm,Philadelphia 76ers,95,Milwaukee Bucks,107,Box Score,,14126,
Tue Jan 30 2018,8:00 pm,Cleveland Cavaliers,114,Detroit Pistons,125,Box Score,,18508,
Tue Jan 30 2018,8:00 pm,Orlando Magic,107,Houston Rockets,114,Box Score,,18055,
Tue Jan 30 2018,10:30 pm,Portland Trail Blazers,104,Los Angeles Clippers,96,Box Score,,16705,
Tue Jan 30 2018,8:00 pm,Sacramento Kings,114,New Orleans Pelicans,103,Box Score,,14292,
Tue Jan 30 2018,7:30 pm,Brooklyn Nets,95,New York Knicks,111,Box Score,,19505,
Tue Jan 30 2018,8:30 pm,Denver Nuggets,104,San Antonio Spurs,106,Box Score,,18418,
Tue Jan 30 2018,7:30 pm,Minnesota Timberwolves,104,Toronto Raptors,109,Box Score,,19800,
Tue Jan 30 2018,9:00 pm,Golden State Warriors,99,Utah Jazz,129,Box Score,,18306,
Tue Jan 30 2018,7:00 pm,Oklahoma City Thunder,96,Washington Wizards,102,Box Score,,20356,
Wed Jan 31 2018,7:30 pm,Charlotte Hornets,123,Atlanta Hawks,110,Box Score,,13103,
Wed Jan 31 2018,8:00 pm,New York Knicks,73,Boston Celtics,103,Box Score,,18624,
Wed Jan 31 2018,7:30 pm,Philadelphia 76ers,108,Brooklyn Nets,116,Box Score,,15577,
Wed Jan 31 2018,7:30 pm,Miami Heat,89,Cleveland Cavaliers,91,Box Score,,20562,
Wed Jan 31 2018,7:00 pm,Memphis Grizzlies,101,Indiana Pacers,105,Box Score,,15093,
Wed Jan 31 2018,7:00 pm,Los Angeles Lakers,105,Orlando Magic,127,Box Score,,18553,
Wed Jan 31 2018,10:30 pm,Dallas Mavericks,88,Phoenix Suns,102,Box Score,,15923,
Wed Jan 31 2018,10:00 pm,Chicago Bulls,108,Portland Trail Blazers,124,Box Score,,19422,
Thu Feb 1 2018,10:30 pm,Oklahoma City Thunder,124,Denver Nuggets,127,Box Score,,18407,
Thu Feb 1 2018,7:00 pm,Memphis Grizzlies,102,Detroit Pistons,104,Box Score,,17481,
Thu Feb 1 2018,8:00 pm,Milwaukee Bucks,89,Minnesota Timberwolves,108,Box Score,,17199,
Thu Feb 1 2018,8:00 pm,Houston Rockets,102,San Antonio Spurs,91,Box Score,,18418,
Thu Feb 1 2018,7:00 pm,Toronto Raptors,119,Washington Wizards,122,Box Score,,15599,
Fri Feb 2 2018,7:30 pm,Atlanta Hawks,110,Boston Celtics,119,Box Score,,18624,
Fri Feb 2 2018,7:30 pm,Los Angeles Lakers,102,Brooklyn Nets,99,Box Score,,17732,
Fri Feb 2 2018,7:00 pm,Indiana Pacers,126,Charlotte Hornets,133,Box Score,,17135,
Fri Feb 2 2018,8:00 pm,New York Knicks,90,Milwaukee Bucks,92,Box Score,,18717,
Fri Feb 2 2018,9:00 pm,New Orleans Pelicans,114,Oklahoma City Thunder,100,Box Score,,18203,
Fri Feb 2 2018,8:00 pm,Miami Heat,97,Philadelphia 76ers,103,Box Score,,20636,
Fri Feb 2 2018,9:00 pm,Utah Jazz,129,Phoenix Suns,97,Box Score,,16560,
Fri Feb 2 2018,10:30 pm,Golden State Warriors,119,Sacramento Kings,104,Box Score,,17583,
Fri Feb 2 2018,7:30 pm,Portland Trail Blazers,105,Toronto Raptors,130,Box Score,,19800,
Sat Feb 3 2018,8:30 pm,Houston Rockets,120,Cleveland Cavaliers,88,Box Score,,20562,
Sat Feb 3 2018,9:00 pm,Golden State Warriors,108,Denver Nuggets,115,Box Score,,20103,
Sat Feb 3 2018,7:00 pm,Miami Heat,107,Detroit Pistons,111,Box Score,,18747,
Sat Feb 3 2018,7:00 pm,Philadelphia 76ers,92,Indiana Pacers,100,Box Score,,17923,
Sat Feb 3 2018,3:30 pm,Chicago Bulls,103,Los Angeles Clippers,113,Box Score,,19068,
Sat Feb 3 2018,9:00 pm,New Orleans Pelicans,107,Minnesota Timberwolves,118,Box Score,,17954,
Sat Feb 3 2018,7:00 pm,Washington Wizards,115,Orlando Magic,98,Box Score,,18846,
Sat Feb 3 2018,10:00 pm,Dallas Mavericks,106,Sacramento Kings,99,Box Score,,17583,
Sat Feb 3 2018,9:00 pm,Utah Jazz,120,San Antonio Spurs,111,Box Score,,18418,
Sun Feb 4 2018,12:00 pm,Portland Trail Blazers,96,Boston Celtics,97,Box Score,,18624,
Sun Feb 4 2018,12:00 pm,Milwaukee Bucks,109,Brooklyn Nets,94,Box Score,,14392,
Sun Feb 4 2018,12:00 pm,Atlanta Hawks,99,New York Knicks,96,Box Score,,19441,
Sun Feb 4 2018,2:00 pm,Los Angeles Lakers,108,Oklahoma City Thunder,104,Box Score,,18203,
Sun Feb 4 2018,3:00 pm,Charlotte Hornets,115,Phoenix Suns,110,Box Score,,14487,
Sun Feb 4 2018,12:00 pm,Memphis Grizzlies,86,Toronto Raptors,101,Box Score,,19800,
Mon Feb 5 2018,9:00 pm,Charlotte Hornets,104,Denver Nuggets,121,Box Score,,14410,
Mon Feb 5 2018,7:00 pm,Portland Trail Blazers,91,Detroit Pistons,111,Box Score,,13810,
Mon Feb 5 2018,7:00 pm,Washington Wizards,111,Indiana Pacers,102,Box Score,,13169,
Mon Feb 5 2018,10:30 pm,Dallas Mavericks,101,Los Angeles Clippers,104,Box Score,,15127,
Mon Feb 5 2018,7:30 pm,Orlando Magic,111,Miami Heat,109,Box Score,,19600,
Mon Feb 5 2018,8:00 pm,Utah Jazz,133,New Orleans Pelicans,109,Box Score,,14293,
Mon Feb 5 2018,10:00 pm,Chicago Bulls,98,Sacramento Kings,104,Box Score,,17583,
Tue Feb 6 2018,7:30 pm,Memphis Grizzlies,82,Atlanta Hawks,108,Box Score,,11866,
Tue Feb 6 2018,7:30 pm,Houston Rockets,123,Brooklyn Nets,113,Box Score,,15064,
Tue Feb 6 2018,10:30 pm,Oklahoma City Thunder,125,Golden State Warriors,105,Box Score,,19596,
Tue Feb 6 2018,10:30 pm,Phoenix Suns,93,Los Angeles Lakers,112,Box Score,,18997,
Tue Feb 6 2018,7:30 pm,Milwaukee Bucks,103,New York Knicks,89,Box Score,,19812,
Tue Feb 6 2018,7:00 pm,Cleveland Cavaliers,98,Orlando Magic,116,Box Score,,18846,
Tue Feb 6 2018,8:00 pm,Washington Wizards,102,Philadelphia 76ers,115,Box Score,,20530,
Tue Feb 6 2018,7:30 pm,Boston Celtics,91,Toronto Raptors,111,Box Score,,20017,
Wed Feb 7 2018,8:00 pm,Minnesota Timberwolves,138,Cleveland Cavaliers,140,Box Score,OT,20562,
Wed Feb 7 2018,7:00 pm,Brooklyn Nets,106,Detroit Pistons,115,Box Score,,15114,
Wed Feb 7 2018,8:00 pm,Utah Jazz,92,Memphis Grizzlies,88,Box Score,,13187,
Wed Feb 7 2018,7:30 pm,Houston Rockets,109,Miami Heat,101,Box Score,,19600,
Wed Feb 7 2018,10:30 pm,San Antonio Spurs,129,Phoenix Suns,81,Box Score,,15993,
Thu Feb 8 2018,10:30 pm,Dallas Mavericks,103,Golden State Warriors,121,Box Score,,19596,
Thu Feb 8 2018,10:30 pm,Oklahoma City Thunder,81,Los Angeles Lakers,106,Box Score,,18997,
Thu Feb 8 2018,7:00 pm,Atlanta Hawks,98,Orlando Magic,100,Box Score,,16215,
Thu Feb 8 2018,10:00 pm,Charlotte Hornets,103,Portland Trail Blazers,109,Box Score,OT,19178,
Thu Feb 8 2018,7:30 pm,New York Knicks,88,Toronto Raptors,113,Box Score,,19800,
Thu Feb 8 2018,8:00 pm,Boston Celtics,110,Washington Wizards,104,Box Score,OT,20356,
Fri Feb 9 2018,7:30 pm,Cleveland Cavaliers,123,Atlanta Hawks,107,Box Score,,16438,
Fri Feb 9 2018,7:30 pm,Indiana Pacers,97,Boston Celtics,91,Box Score,,18624,
Fri Feb 9 2018,9:30 pm,Minnesota Timberwolves,113,Chicago Bulls,114,Box Score,,21558,
Fri Feb 9 2018,7:00 pm,Los Angeles Clippers,108,Detroit Pistons,95,Box Score,,16697,
Fri Feb 9 2018,8:00 pm,Denver Nuggets,104,Houston Rockets,130,Box Score,,18055,
Fri Feb 9 2018,8:00 pm,Milwaukee Bucks,85,Miami Heat,91,Box Score,,20018,
Fri Feb 9 2018,7:00 pm,New Orleans Pelicans,82,Philadelphia 76ers,100,Box Score,,20489,
